node-capture20110815-sample_100-matlab,0.0,0.49935022742040286,106
node-capture20110815-sample_100-matlab,0.1,0.4394431645893634,211
node-capture20110815-sample_100-matlab,0.2,0.4558056195483096,316
node-capture20110815-sample_100-matlab,0.3,0.4624411758914684,421
node-capture20110815-sample_100-matlab,0.4,0.44920944336149005,527
node-capture20110815-sample_100-matlab,0.5,0.44861874101640187,632
node-capture20110815-sample_100-matlab,0.6,0.5122176935042433,737
node-capture20110815-sample_100-matlab,0.7,0.47106543012975766,843
node-capture20110815-sample_100-matlab,0.8,0.4683481993423514,948
node-capture20110815-sample_100-matlab,0.9,0.44127434185913716,1053
node-capture20110815-sample_100-matlab,1.0,0.4842577825033965,1159
node-capture20110815-sample_100-matlab,0.0,0.398940673794475,105
node-capture20110815-sample_100-matlab,0.1,0.4559631401736665,210
node-capture20110815-sample_100-matlab,0.2,0.4511784511784511,315
node-capture20110815-sample_100-matlab,0.3,0.41626794258373206,420
node-capture20110815-sample_100-matlab,0.4,0.44162876326619016,526
node-capture20110815-sample_100-matlab,0.5,0.5489003091342273,631
node-capture20110815-sample_100-matlab,0.6,0.46411483253588515,736
node-capture20110815-sample_100-matlab,0.7,0.4707110087227046,842
node-capture20110815-sample_100-matlab,0.8,0.4512769015692993,947
node-capture20110815-sample_100-matlab,0.9,0.5239726701715006,1053
node-capture20110815-sample_100-matlab,1.0,0.4645873944119558,1158
node-capture20110815-sample_100-matlab,0.0,0.398940673794475,105
node-capture20110815-sample_100-matlab,0.1,0.5794986906098019,210
node-capture20110815-sample_100-matlab,0.2,0.446492212574084,315
node-capture20110815-sample_100-matlab,0.3,0.476302990922874,421
node-capture20110815-sample_100-matlab,0.4,0.45692795400397745,526
node-capture20110815-sample_100-matlab,0.5,0.4560615905645145,632
node-capture20110815-sample_100-matlab,0.6,0.42140705298600034,737
node-capture20110815-sample_100-matlab,0.7,0.44855967078189296,842
node-capture20110815-sample_100-matlab,0.8,0.489337822671156,948
