node-capture20110815-sample_10-matlab,0.0,0.500234512150071,5634
node-capture20110815-sample_10-matlab,0.1,0.13758191761039457,11270
node-capture20110815-sample_10-matlab,0.2,0.3501366007061926,16905
node-capture20110815-sample_10-matlab,0.3,0.13813674330076375,22541
node-capture20110815-sample_10-matlab,0.4,0.1593995859864486,28179
node-capture20110815-sample_10-matlab,0.5,0.1435296490111521,33815
node-capture20110815-sample_10-matlab,0.6,0.22113779283874682,39450
node-capture20110815-sample_10-matlab,0.7,0.1486883920679673,45085
node-capture20110815-sample_10-matlab,0.8,0.13545435767960887,50721
node-capture20110815-sample_10-matlab,0.9,0.13600743588748868,56355
node-capture20110815-sample_10-matlab,1.0,0.13627881991808502,61990
